Keyword,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49
generative ai stanford course,0.6148011817995271,-0.14846961950241824,-0.1764619476481564,-0.07935530662746827,-0.20702543277555174,-0.008178971744336277,0.08886397175986886,0.12826298464163263,-0.08947217862027987,-0.07739513638789966,-0.006939174639723968,-0.06157633020971168,-0.1556662916447098,0.18607892551921856,-0.0002121528733099818,0.1783370526859415,0.3792942593738782,-0.051949790119909335,0.10343652102155869,-0.03464188258079553,-0.09201957193736855,0.10018182353577222,-0.03288046945162016,0.17756059789118347,-0.03392862752630622,-0.05365118403281624,0.03523829239872973,0.16352717217434598,0.009939446573381049,0.0033032677844074053,-0.039720734097174824,-0.058279527529547105,0.11566398439604039,-0.012095410948735152,0.09688005186318457,-0.1049326867503451,-0.08717327028278961,-0.1437740082226685,-0.10308152765763652,-0.010878038428794798,-0.06610953503255595,0.10618355870767246,0.01688000668442422,0.04910452702758856,0.00980740492465316,0.20052518215038995,0.025162305910865317,0.06313528057632399,0.06030092011603066,0.01608391016526918
best ai certification,0.23152417685175916,0.15212137577895474,0.3407079876880032,-0.05381791064564188,0.20569889005790415,0.6349355802214575,-0.2027862758776981,0.3893219621306587,0.06700251880867734,-0.0720031875229651,-0.06894058306417011,0.048943699477774626,0.11752717260345467,-0.18327019079784795,-0.048117085002326275,0.01024227996218202,0.08792772489819951,0.18998882684292595,0.05668966229084119,0.022898383068970768,-0.030545148789760116,0.04651981567472372,-0.0853113858553584,0.03694614464711713,-0.001025130793074728,0.005413122040503812,0.06716724509094017,-0.018119221836222967,0.03383501891313217,0.0629767588039344,-0.050177756815490804,0.09459643332996852,-0.009294476894100902,-0.009294837735592667,0.028625984191379145,-0.04407710561265044,0.0011717441520474013,0.009788644037302736,0.11116150456301786,-0.013470097992767353,0.0011256817403173334,0.023015151704820637,-0.00709757173254226,0.0073330468794839156,-0.023670687011145726,0.019031930499962314,0.00058984374518366,-0.00697170160656096,-0.033988045179598116,0.0200148515953967
best introduction to artificial intelligence,0.15309336877242752,0.47765222360494564,0.018711165507824534,-0.08391787294679083,-0.09164340598366366,0.006539582113301548,0.07412469136215721,-0.012186350963034213,0.20201128328106727,0.001375879741521414,-0.3018683774806732,0.5169161463279146,0.008596568949496852,-0.11097209837032579,0.048914146777998324,0.4355274458349294,-0.1285682411581231,0.055806425527415014,-0.15650763079732963,0.02211918141503207,-0.05534392064426685,-0.07252482759550488,0.017106523637315674,-0.016913615073708664,-0.08263852983044964,-0.0003443906579429644,0.011904014437567743,0.041134759655296345,-0.012493379593681207,-0.04848709490675144,-0.03737568288942405,0.034117406904515084,-0.07277088333097718,-0.09492161274400243,0.041366196423006464,0.05159746106911939,-0.0891678757280421,-0.012264083033625237,-0.00982618476525176,-0.11951501607893932,0.01409503030275955,-0.06853163239519548,-0.012722022557056229,-0.029220062544117485,-0.02567726114147617,0.0039012775531180426,-0.05803138588425516,-0.013295778462290384,0.06021700857268349,0.033970998602500184
artificial intelligence for enterprise,0.11056534932038994,0.47222783039765803,0.016553560075949558,0.25262736151550635,-0.1138932210702286,-0.0515525792630742,0.07420459092199301,-0.049940294631920956,0.02219711234514385,-0.024640231023250914,-0.04817272391985513,0.05502934253535668,-0.04368333146562441,0.06428733630828234,-0.08968111723859891,-0.052666551337254536,-0.036569579145709956,-0.022587101541523085,0.01311296945474482,0.024893703593084914,0.05436742013979105,0.04957641344789044,-0.06292509064248594,-0.042571190174334646,0.19354994852094876,0.07218005279512316,-0.17245762198577547,0.14591713510177362,-0.3511081442473817,0.5154690729879109,-0.3343572779549809,-0.11942386652169223,0.017397766998552774,-0.040046723888694194,-0.010090541338000657,0.12851629654189897,0.08203307901630397,0.02223207498502641,-0.021983248213716625,0.026653882334490713,-0.0038947658716995894,0.04884185576420792,-0.009114887108030939,-0.01716277338111301,-0.006463624992998944,-0.033554010246551566,-0.010471317112192681,0.005630060080297261,-0.009719695363948162,-0.0070685723713803114
artificial intelligence certification,0.15124051738365735,0.7545762827147309,-0.06319905718922489,-0.007608222635921082,0.06029136460714989,0.3209797703795903,0.09044971407317662,0.06198663667206258,-0.08108547575888378,-0.05632277845685525,-0.021290890391079332,0.0063079421087388525,-0.10707586469051814,0.07528448296542706,0.007663102802013102,-0.09895487695882448,-0.06309551535802983,-0.1280532282001126,-0.004656649612413028,0.00928245484405951,0.06193408338468146,0.011890809694367621,0.0596698915024684,-0.037096033953978924,0.04985992021320386,0.0008964666740918968,-0.11922678085603976,0.025136239337131994,-0.08693124510918239,-0.1809267550643366,0.1809755379426207,-0.17157938909231982,0.07800606122891522,-0.09296581552158428,0.16804338234708657,0.01169906923136423,-0.03233232907648963,0.10636686885397534,-0.008769556489926715,-0.04667984033711209,-0.15221388154635634,0.09313632899376169,0.0031538290651885043,0.002270248479905507,0.0190433572417565,-0.06891391049764165,0.050308247810867734,-0.024143644090231408,-0.0191342131502747,-0.019816417786319627
executive education ai,0.06508563872108512,-0.016193883305589303,0.027243559801848585,0.041413373928449924,0.03075464257017127,0.0018754483879925633,-0.004177317126156979,0.0314365822578154,-0.024038655574905907,0.022449538441845066,0.026943052023832563,0.018660069936434705,0.031216493350033205,0.0716896718140543,-0.0063597442597275655,0.11781799597356586,0.048399616502810335,0.20256942897609811,0.033651175948125785,-0.39610793100390024,0.7531751320061676,-0.20685022417425009,0.12596973728744829,0.11799128049790729,0.06419418381852583,-0.3433887513693587,0.041298516381226974,-0.000171377733922147,-0.012166852765178697,-0.006505234609558333,-0.031630800719252235,0.006742332083993523,0.02071981926524763,-0.03486595941098451,-0.0029727252827819526,0.0030230277946106565,-0.0028100154350984177,-0.01014371725944674,-0.009449912651786208,0.010910332191246822,-0.0021330059345650186,-0.006971872608612725,-0.006266951124455254,-0.013630898450469177,0.008261890845826212,-0.0168267633226326,-0.004232534802795355,0.00045183691674327564,0.005234132625052567,0.0010746086953939942
generative ai course mit,0.8190566021122619,-0.20357480766830102,-0.3517057607691276,-0.004018862133545821,0.07845316201582224,0.07332406834565074,-0.14340181518195705,-0.230019767431736,0.011950211277700531,-0.06229479614305366,-0.036014357679148956,-0.030467182112822237,0.0022565904610069997,-0.0013582758414059282,-0.019642928445648425,-0.07797705527438349,-0.09015695329991122,-0.024132051877634824,-0.09931644737693524,-0.02738738851958327,-0.0015784662376706734,0.040731374410879075,-0.00680353141627954,-0.08404144152535514,-0.015183519776879584,-0.05062689796521224,-0.0023223033568606933,-0.0031252526991873177,-0.029160576291685007,0.03589951774550578,0.049537469737849046,0.04255436292231805,-0.0464668182770681,-0.033792979658096065,-0.018687181140244803,0.014174401922090733,0.03376677652798504,0.055609337502005605,0.02727309219745176,0.03744462858841635,0.057582351590538906,0.07588839815802387,0.024925881519299975,0.03526390919045389,-0.0039044051475619424,-0.019026895576452797,0.06371595978530546,-0.03110555837389745,-0.02958975967468331,-0.03881484494478933
machine learning engineer training,0.030203866475224012,0.0545005332613484,0.009427134796426767,-0.014812315774973328,-0.021448965874752368,0.004821851783079841,-0.08584259018899637,0.07507835138194577,-0.019710858570769676,0.2624243617659323,0.07931363831611048,0.08011464107961269,0.4142837554893778,0.20580400236870527,0.0992840919640719,0.03249338381170578,0.11645377597616223,-0.4682373710922982,-0.12344734988380421,-0.1559584190528374,-0.049227649668951684,-0.013595047828025363,0.13253287293323926,-0.09811950226873338,0.3760874838603062,0.07970435741537427,0.29447526017463765,-0.07197288896109755,-0.007287485563646505,-0.09543610628377627,-0.2101601620287096,0.2273776398564544,-0.052576051800818265,0.01569365412246326,0.03008620308342898,-0.038243065672593106,0.024966902935067016,-0.010452502841502303,0.029460540388544478,-0.039370397550534064,-0.014638326093632383,0.07551246995145079,0.012760824192987283,-0.0044018990471288355,-0.039372608583992726,0.0988728380706812,0.029599424174990854,0.022300990669258423,-0.034984187765869985,0.003973208636756441
mit ai class,0.1720232446045746,-0.0043173270063135575,-0.08554721003513764,0.12926850850517946,0.45633282567178035,-0.07952119842741379,-0.1617275385386612,-0.18922448873135614,0.05695720734332674,-0.04981653896592886,0.07746970598417334,-0.045832309917309334,0.12413661220417424,-0.007505784582350386,0.21725311846004475,0.31427998496943743,-0.17728385120514298,-0.0717262244079034,0.4665669018631404,0.1984796948849654,0.1579253456240359,0.11503536539982388,-0.14189002637949194,0.06150143681031268,0.14194323995756195,0.13723289312609846,-0.0385273377344927,0.27668307887447746,0.06253683925137818,-0.10108088355309666,0.01584322625724501,0.0565018597356385,0.040608210377117024,0.0026264622666640593,-0.020568270169038127,0.02305129669340544,0.02135417811987516,-0.0028973197921151822,0.013211672566841212,0.017119514215458695,0.009766268623812831,0.0009347230745400787,-0.006224441995452239,-0.01759841445705266,0.005861240378980793,-0.013613023834133282,5.7564086753613834e-05,0.0013729894743035,0.005184155832669745,-0.001748551728657459
generative ai courses,0.6073791381616043,-0.13655703667606817,0.5417040949273321,-0.23820354290682086,0.09915201574877942,-0.12194607085174226,0.13686092239163705,-0.14149843041378388,0.013279372664597241,-0.10785048287821036,-0.032646295218253255,0.050360140436707564,-0.19949042699088235,0.1823140788826619,0.021008729908824922,-0.1040048112881014,0.03488357583645424,-0.20397820750322754,0.04043943454618511,-0.04480369339223337,-0.008747134227653486,-0.0207248628861941,0.13062000320600214,0.027305397464532373,-0.007673737746622662,-0.007776417281967695,-0.029172821005912633,0.016603134523678734,0.09442089362594935,0.026262164610865092,-0.022579459186058772,-0.06856175786270323,0.06046371949252477,0.0020115762790192675,0.001074346722928732,0.07407394409546668,0.05447718676718885,0.012092330371101438,-0.006063879191205179,0.06045733570044939,0.038060160515101096,0.003115690022027347,0.005567313992059525,-0.002406133030107522,-0.009887000806337629,0.014500615882614249,0.006363080256802721,0.00876333301960455,-0.018587193449111233,0.006274179500864093
artificial intelligence stanford online,0.20848334231126694,0.6406285120694177,-0.1383451708281245,-0.07619479252324333,-0.14118006449650247,-0.24073037466496489,0.02922083154090777,0.09193420150442429,-0.31283291383013667,-0.19671224683898883,-0.05499650296266861,-0.05471892306115898,-0.057033841253587646,0.03106148946061043,0.016998570031341156,0.12198175298141224,0.309965475096836,0.06015669678281584,0.09747475079292,-0.02803750212636875,-0.0915118599959813,0.04520838852067026,-0.04810412451572899,0.03897121852444255,0.04310447792233254,-0.06443410067308683,-0.00029444556001136693,0.0888496174494039,0.14523609711412955,0.04050599089501897,-0.06267368056352664,0.10812811008888248,0.023667027222940052,-0.04125267771903725,0.06262247212253653,-0.07886464619071663,-0.17273841770142973,-0.010676556310215496,-0.04627822088853967,0.054795135055277326,-0.06413301249405338,0.0011113689756755592,-0.007675971409788931,-0.006358725988828131,-0.01890955639150095,0.04190359885221499,-0.021219940337381553,0.03764640165392041,0.18815266753131754,-0.06664243625348167
courses in generative ai,0.4117001789431495,-0.09542848018253036,0.22422894806471014,-0.14665564020453925,-0.003942614691379642,-0.011402124241250871,0.22903694469289845,-0.05402038341815336,-0.05964451557251284,0.0965608377047153,0.07205691664285871,0.04706923897168929,0.007798196472117478,0.41171838689471235,0.2391418721088002,-0.1246922452401677,-0.12402197175369778,0.18992671963046615,-0.026614968633029836,0.0718112684502792,-0.0748922683026224,0.03687390268183539,0.014203275848388174,0.06270297717351128,-0.02134361526656619,-0.09283231608616556,0.0024991721578055326,0.11168966517896446,-0.05478334901649249,0.07108536963321342,0.05225035860204656,0.0008330669878834255,0.12286128945734806,0.08451523477534785,-0.06420275545691051,-0.1743175334275599,-0.12497054215755664,-0.23735860223736566,0.16133644080793963,-0.14886720299912562,0.18795225204906366,0.17496283345293773,0.0015001076029594967,0.019830793626382882,-0.026948359121516087,-0.23972211420547754,-0.15072675050035644,-0.06064531415736678,0.025017886581781654,-0.04781590456940108
best course on artificial intelligence,0.28284590626952577,0.5750281676624321,0.003568324781670872,-0.12232742373407847,-0.2129399967063937,-0.06261335357958255,-0.10776649698209294,0.04303894010859875,0.5113726251310449,0.25323289023917556,0.09747458917957472,-0.26762728702727,-0.017408699922538007,-0.14037827608508668,-0.0011666173302181827,0.09758903515045439,-0.01269512874388464,0.1411495536327649,0.000402042187988138,0.027904621084322543,0.003334399005880292,-0.008834402201478136,-0.06999878002487524,-0.02731839934527614,-0.01885764157406324,0.021668240389440832,0.04405466813641298,-0.06519800832668125,0.019409687062561465,-0.04608382602812177,-0.05783017469956493,-0.041087406315570396,-0.010026140714312898,-0.06691847348557886,0.07819027710476115,-0.02664483380965397,0.014006405918821631,-0.03468119036795958,-0.051710725980822186,-0.01982826137073322,0.09591150829635818,-0.06716300805970345,-0.00759476163882159,-0.015490790558054291,-0.02190090613894267,-0.008830533313002726,-0.03358360009112002,-0.014248579082945124,0.017141801732988637,-0.04625113917087883
bootcamp ai,0.08578899945604282,0.007278525614146071,0.027096052032857205,0.028146033047415454,0.022482527841484152,-0.015200256514005635,-0.006281692365383871,0.038074565879566945,-0.05304272783995707,0.005258255834021411,0.016540244648355122,0.017525037377494335,0.034941536697174876,0.007382152480960034,0.008957035973494834,0.03218151814256177,-0.023435738629862497,0.04259153488659835,0.0598962019446684,0.007711017004698427,0.04808481402737462,-0.07610888228300293,0.002647502047626255,0.03405350924044658,0.02524167819134464,0.07083118660789259,-0.033801851565613654,-0.07469745507719318,0.13191378170856902,0.1344741725124916,0.11266251022384538,-0.06272388900929016,-0.3547764878659416,0.6285590422332243,0.43594274291203056,0.24383348023092735,-0.22263974293217426,-0.2528427104334365,-0.08937373745954742,0.009364324792731159,-0.022503392910871455,0.03179503039544375,-0.03306021130091729,-0.038682880037427356,0.04533182216988397,-0.02197889188169733,0.007464442924327215,0.018604185178675316,-0.022312637409570377,0.060670766964157595
courses on generative ai,0.47105396354745954,-0.0035275608639133526,0.2868819679668782,-0.23068908069983868,-0.08618785184234108,-0.05781660785328218,0.20648478753981447,-0.11289939663029037,0.2854419419934325,0.2919831135665576,0.19784949686531295,-0.43232330703895855,-0.16701574539823247,-0.0352282331623617,0.07699029940472404,0.20541413020635388,-0.014415466870009786,0.006162473774800965,-0.070447704342549,-0.026533216219617146,-0.05335700307489508,-0.07159978077371905,0.03764333308578453,0.006105764964794322,0.00759854553854075,-0.023536898112970734,-0.04542514826911138,0.04216832327995959,0.013741309654744686,0.13336102075711304,0.1457250476374255,0.08336863744583385,-0.023237626651821382,0.016742345791838878,-0.07818912983985145,0.027973018224225776,-0.029346287505642447,0.07970853946589951,0.022461686051156796,0.05882569566762864,-0.11461873341598347,0.06994857419267848,0.00809774476552044,0.0051472997635205135,0.026284739495000046,-0.01984006451350362,0.006586709324397439,0.008438022318496817,0.0071667657862132285,0.04652014170720633
course generative ai,0.77518812830584,-0.22406576469821338,-0.10794139852265455,-0.10800373984822849,-0.22214849493624828,0.10670192582839655,0.19195807444379528,-0.06941669946779261,0.01134042241772268,0.07971957994989298,0.09435576479063489,0.06117315126965246,0.03228434169095193,0.0741633301560787,-0.09530010508613883,-0.04630431142170558,0.002550151719371611,-0.07454675334269317,0.12614218276848882,-0.008556512911034509,0.02265662002184872,0.01702038393384135,-0.017133495702286027,0.1469003559315739,-0.12290877961863343,0.04842904821554476,0.04956901774405088,0.028499651671346892,0.013461913419061368,-0.0046622679943033075,0.002206875891781638,-0.19981447719863515,0.13977406407494897,0.08116919371949911,-0.02948088095546851,0.005397662411154716,0.06512928036973048,-0.0415597013886299,0.090471211240411,0.055854888586134716,-0.0316238391659929,0.07168214816076021,0.006512483407688395,0.0413599316652116,-0.052802449314146654,0.09601919468208227,0.054500243523022567,-0.0398814490532225,-0.10260653965023867,0.043552184116380024
what to study to become artificial intelligence engineer,0.06331674990813799,0.3117380037608295,-0.04238999242729698,-0.024627709272149363,-0.047826085567427595,-0.020026061985285032,0.07738630019896364,-0.032814927713691266,0.0539008489484818,0.008662947523717138,-0.1470274254522496,0.30565124150834944,0.0025176349282228254,-0.003427819337902132,0.05752018431505477,0.27344930807842377,-0.08637836689609556,-0.05673901418365517,-0.11591495305526456,-0.0008654281785988956,-0.02988372032966429,-0.07599882068439778,0.05798116494917755,-0.020552194580620346,0.00849909319351815,0.02914641885008816,0.04741562128084562,-0.06321143857470429,-0.05510784008077803,-0.06553833240361259,-0.04581919543727403,0.1086340555026188,-0.004829330801054297,0.17867614119211572,-0.03701540522020121,-0.331463560392036,0.40423173334072476,-0.19146540144666974,-0.16645283660394436,0.3757962298890352,-0.11408252517780072,0.2978467870135851,0.03912941378847385,0.09178455006244449,0.02917912372582072,-0.003030949810924952,0.023055261119484652,0.005763684623801957,-0.04642270783149432,-0.010990743717007853
